0.0000000000000000e+000	8.0000000000000000e+001
2.6288025125628142e+001	8.0000000000000000e+001
4.9161095226130655e+001	8.0000000000000000e+001
7.4884254773869344e+001	8.0000000000000000e+001
1.0077792412060303e+002	8.0000000000000000e+001
1.2654852537688443e+002	8.0000000000000000e+001
1.5044117160804021e+002	8.0000000000000000e+001
1.7518062286432161e+002	8.0000000000000000e+001
2.0076619874371860e+002	8.0000000000000000e+001
2.2626972135678392e+002	8.0000000000000000e+001
2.5250322914572868e+002	8.0000000000000000e+001
2.7560971708542718e+002	8.0000000000000000e+001
3.0162214974874377e+002	8.0000000000000000e+001
3.2774139195979899e+002	8.0000000000000000e+001
3.5291212160804025e+002	8.0000000000000000e+001
3.7576955552763820e+002	8.0000000000000000e+001
4.0294925527638196e+002	8.0000000000000000e+001
4.2597402613065327e+002	8.0000000000000000e+001
4.5275730829145732e+002	8.0000000000000000e+001
4.7646505125628141e+002	8.0000000000000000e+001
5.0247620276381917e+002	8.0000000000000000e+001
5.2724497010050254e+002	8.0000000000000000e+001
5.5308858040201017e+002	8.0000000000000000e+001
5.7682108216080405e+002	8.0000000000000000e+001
6.0241979145728646e+002	8.0000000000000000e+001
6.2900965603015072e+002	8.0000000000000000e+001
6.5215621130653267e+002	8.0000000000000000e+001
6.7715512512562816e+002	8.0000000000000000e+001
7.0298144924623114e+002	8.0000000000000000e+001
7.2824746884422109e+002	8.0000000000000000e+001
7.5269364195979904e+002	8.0000000000000000e+001
7.7983694924623114e+002	8.0000000000000000e+001
8.0422641809045217e+002	8.0000000000000000e+001
8.3026738190954779e+002	8.0000000000000000e+001
8.5386436557788943e+002	8.0000000000000000e+001
8.7966210150753784e+002	8.0000000000000000e+001
9.0393576055276378e+002	8.0000000000000000e+001
9.2930872839195990e+002	8.0000000000000000e+001
9.5411544221105532e+002	8.0000000000000000e+001
9.8008577261306527e+002	8.0000000000000000e+001
1.0050982874371861e+003	8.0000000000000000e+001
1.0306771964824122e+003	8.0000000000000000e+001
1.0560442992462313e+003	8.0000000000000000e+001
1.0793540321608041e+003	8.0000000000000000e+001
1.1060696165829147e+003	8.0000000000000000e+001
1.1299643537688444e+003	8.0000000000000000e+001
1.1554411273869348e+003	8.0000000000000000e+001
1.1798256505025126e+003	8.0000000000000000e+001
1.2069015296482414e+003	8.0000000000000000e+001
1.2303472515075377e+003	8.0000000000000000e+001
1.2569583555276383e+003	8.0000000000000000e+001
1.2812114879396986e+003	8.0000000000000000e+001
1.3077406032663318e+003	8.0000000000000000e+001
1.3306307432160804e+003	8.0000000000000000e+001
1.3566999407035178e+003	8.0000000000000000e+001
1.3818814984924625e+003	8.0000000000000000e+001
1.4070466057788947e+003	8.0000000000000000e+001
1.4321191351758796e+003	8.0000000000000000e+001
1.4562059866834172e+003	8.0000000000000000e+001
1.4822445110552765e+003	8.0000000000000000e+001
1.5070611128140704e+003	8.0000000000000000e+001
1.5331794175879397e+003	8.0000000000000000e+001
1.5568227728643217e+003	8.0000000000000000e+001
1.5829531065326632e+003	8.0000000000000000e+001
1.6079814128140704e+003	8.0000000000000000e+001
1.6329487994974875e+003	8.0000000000000000e+001
1.6590273316582916e+003	8.0000000000000000e+001
1.6830466118090453e+003	8.0000000000000000e+001
1.7076456402010051e+003	8.0000000000000000e+001
1.7348058904522613e+003	8.0000000000000000e+001
1.7593972723618090e+003	8.0000000000000000e+001
1.7845465665829147e+003	8.0000000000000000e+001
1.8101227510050253e+003	8.0000000000000000e+001
1.8336322414572867e+003	8.0000000000000000e+001
1.8586925969849249e+003	8.0000000000000000e+001
1.8835621914572864e+003	8.0000000000000000e+001
1.9101649271356787e+003	8.0000000000000000e+001
1.9336406889447235e+003	8.0000000000000000e+001
1.9607268447236181e+003	8.0000000000000000e+001
1.9851700120603016e+003	8.0000000000000000e+001
2.0093552484924626e+003	8.0000000000000000e+001
